country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-03-30,2362044,2022-03-31
Romania,25.3,45.8667,2022-03-30,616592,2022-03-31
Republic of Moldova,28.4646,47.1976,2022-03-30,388837,2022-03-31
Hungary,19.4131,47.1672,2022-03-30,368807,2022-03-31
Russian Federation,38.1556078125,51.488850139616,2022-03-29,350632,2022-03-31
Slovakia,19.4864,48.7062,2022-03-30,283824,2022-03-31
Belarus,28.0463,53.5384,2022-03-30,11821,2022-03-31
