country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-03-15,1857045,2022-03-16
Romania,25.3,45.8667,2022-03-15,467703,2022-03-16
Republic of Moldova,28.4646,47.1976,2022-03-15,344454,2022-03-16
Hungary,19.4131,47.1672,2022-03-15,272943,2022-03-16
Slovakia,19.4864,48.7062,2022-03-15,220977,2022-03-16
Russian Federation,38.1556078125,51.488850139616,2022-03-15,155841,2022-03-16
Belarus,28.0463,53.5384,2022-03-15,1816,2022-03-16
