country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-03,2451342,2022-04-04
Romania,25.3,45.8667,2022-04-03,643058,2022-04-04
Republic of Moldova,28.4646,47.1976,2022-04-03,394740,2022-04-04
Hungary,19.4131,47.1672,2022-04-03,390302,2022-04-04
Russian Federation,38.1556078125,51.488850139616,2022-03-29,350632,2022-04-04
Slovakia,19.4864,48.7062,2022-04-03,301405,2022-04-04
Belarus,28.0463,53.5384,2022-04-03,15281,2022-04-04
