country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-17,2780913,2022-04-18
Romania,25.3,45.8667,2022-04-17,743880,2022-04-18
Russian Federation,38.1556078125,51.488850139616,2022-04-17,522404,2022-04-18
Hungary,19.4131,47.1672,2022-04-17,461539,2022-04-18
Republic of Moldova,28.4646,47.1976,2022-04-17,423852,2022-04-18
Slovakia,19.4864,48.7062,2022-04-17,337311,2022-04-18
Belarus,28.0463,53.5384,2022-04-17,23469,2022-04-18
