country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-19,2825463,2022-04-20
Romania,25.3,45.8667,2022-04-19,757047,2022-04-20
Russian Federation,38.1556078125,51.488850139616,2022-04-19,549805,2022-04-20
Hungary,19.4131,47.1672,2022-04-19,471080,2022-04-20
Republic of Moldova,28.4646,47.1976,2022-04-19,426964,2022-04-20
Slovakia,19.4864,48.7062,2022-04-19,342813,2022-04-20
Belarus,28.0463,53.5384,2022-04-19,23759,2022-04-20
