country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-21,2867241,2022-04-22
Romania,25.3,45.8667,2022-04-21,769616,2022-04-22
Russian Federation,38.1556078125,51.488850139616,2022-04-21,578255,2022-04-22
Hungary,19.4131,47.1672,2022-04-21,480974,2022-04-22
Republic of Moldova,28.4646,47.1976,2022-04-21,430170,2022-04-22
Slovakia,19.4864,48.7062,2022-04-21,349286,2022-04-22
Belarus,28.0463,53.5384,2022-04-20,23900,2022-04-22
