country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-11,2645877,2022-04-12
Romania,25.3,45.8667,2022-04-11,701741,2022-04-12
Russian Federation,38.1556078125,51.488850139616,2022-04-11,433083,2022-04-12
Hungary,19.4131,47.1672,2022-04-11,428954,2022-04-12
Republic of Moldova,28.4646,47.1976,2022-04-11,413374,2022-04-12
Slovakia,19.4864,48.7062,2022-04-11,320246,2022-04-12
Belarus,28.0463,53.5384,2022-04-11,21292,2022-04-12
