country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-23,2899713,2022-04-24
Romania,25.3,45.8667,2022-04-22,774094,2022-04-24
Russian Federation,38.1556078125,51.488850139616,2022-04-21,578255,2022-04-24
Hungary,19.4131,47.1672,2022-04-23,489754,2022-04-24
Republic of Moldova,28.4646,47.1976,2022-04-23,433214,2022-04-24
Slovakia,19.4864,48.7062,2022-04-23,354329,2022-04-24
Belarus,28.0463,53.5384,2022-04-21,24084,2022-04-24
