country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-09,2593902,2022-04-10
Romania,25.3,45.8667,2022-04-09,686232,2022-04-10
Hungary,19.4131,47.1672,2022-04-09,419101,2022-04-10
Republic of Moldova,28.4646,47.1976,2022-04-09,410882,2022-04-10
Russian Federation,38.1556078125,51.488850139616,2022-04-09,404418,2022-04-10
Slovakia,19.4864,48.7062,2022-04-09,314485,2022-04-10
Belarus,28.0463,53.5384,2022-04-07,19096,2022-04-10
