country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-12,2669637,2022-04-13
Romania,25.3,45.8667,2022-04-12,709249,2022-04-13
Hungary,19.4131,47.1672,2022-04-12,434342,2022-04-13
Russian Federation,38.1556078125,51.488850139616,2022-04-11,433083,2022-04-13
Republic of Moldova,28.4646,47.1976,2022-04-12,415850,2022-04-13
Slovakia,19.4864,48.7062,2022-04-12,323020,2022-04-13
Belarus,28.0463,53.5384,2022-04-12,21852,2022-04-13
