country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-25,2922978,2022-04-26
Romania,25.3,45.8667,2022-04-25,782598,2022-04-26
Russian Federation,38.1556078125,51.488850139616,2022-04-25,614318,2022-04-26
Hungary,19.4131,47.1672,2022-04-25,496914,2022-04-26
Republic of Moldova,28.4646,47.1976,2022-04-25,435275,2022-04-26
Slovakia,19.4864,48.7062,2022-04-25,357560,2022-04-26
Belarus,28.0463,53.5384,2022-04-25,24578,2022-04-26
