country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-20,2847540,2022-04-21
Romania,25.3,45.8667,2022-04-20,763769,2022-04-21
Russian Federation,38.1556078125,51.488850139616,2022-04-20,563266,2022-04-21
Hungary,19.4131,47.1672,2022-04-20,476213,2022-04-21
Republic of Moldova,28.4646,47.1976,2022-04-20,428577,2022-04-21
Slovakia,19.4864,48.7062,2022-04-20,346175,2022-04-21
Belarus,28.0463,53.5384,2022-04-20,23900,2022-04-21
