country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-05-09,3234036,2022-05-10
Romania,25.3,45.8667,2022-05-09,883655,2022-05-10
Russian Federation,38.1556078125,51.488850139616,2022-05-06,739418,2022-05-10
Hungary,19.4131,47.1672,2022-05-09,572760,2022-05-10
Republic of Moldova,28.4646,47.1976,2022-05-09,457066,2022-05-10
Slovakia,19.4864,48.7062,2022-05-09,404463,2022-05-10
Belarus,28.0463,53.5384,2022-05-09,26985,2022-05-10
