country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-27,2968716,2022-04-28
Romania,25.3,45.8667,2022-04-27,801453,2022-04-28
Russian Federation,38.1556078125,51.488850139616,2022-04-27,641752,2022-04-28
Hungary,19.4131,47.1672,2022-04-27,507849,2022-04-28
Republic of Moldova,28.4646,47.1976,2022-04-27,439290,2022-04-28
Slovakia,19.4864,48.7062,2022-04-27,363940,2022-04-28
Belarus,28.0463,53.5384,2022-04-27,24857,2022-04-28
