country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-10,2622117,2022-04-11
Romania,25.3,45.8667,2022-04-10,692501,2022-04-11
Hungary,19.4131,47.1672,2022-04-10,424367,2022-04-11
Republic of Moldova,28.4646,47.1976,2022-04-10,411365,2022-04-11
Russian Federation,38.1556078125,51.488850139616,2022-04-09,404418,2022-04-11
Slovakia,19.4864,48.7062,2022-04-10,317781,2022-04-11
Belarus,28.0463,53.5384,2022-04-10,20739,2022-04-11
