country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-15,2744778,2022-04-16
Romania,25.3,45.8667,2022-04-15,732473,2022-04-16
Russian Federation,38.1556078125,51.488850139616,2022-04-14,484725,2022-04-16
Hungary,19.4131,47.1672,2022-04-15,454098,2022-04-16
Republic of Moldova,28.4646,47.1976,2022-04-15,421130,2022-04-16
Slovakia,19.4864,48.7062,2022-04-15,332707,2022-04-16
Belarus,28.0463,53.5384,2022-04-14,22827,2022-04-16
