country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-05-05,3143550,2022-05-06
Romania,25.3,45.8667,2022-05-05,856941,2022-05-06
Russian Federation,38.1556078125,51.488850139616,2022-05-05,727712,2022-05-06
Hungary,19.4131,47.1672,2022-05-05,551010,2022-05-06
Republic of Moldova,28.4646,47.1976,2022-05-05,452038,2022-05-06
Slovakia,19.4864,48.7062,2022-05-05,391592,2022-05-06
Belarus,28.0463,53.5384,2022-05-05,26149,2022-05-06
