country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-29,3014157,2022-04-30
Romania,25.3,45.8667,2022-04-29,817303,2022-04-30
Russian Federation,38.1556078125,51.488850139616,2022-04-28,656381,2022-04-30
Hungary,19.4131,47.1672,2022-04-29,519979,2022-04-30
Republic of Moldova,28.4646,47.1976,2022-04-29,443559,2022-04-30
Slovakia,19.4864,48.7062,2022-04-29,371918,2022-04-30
Belarus,28.0463,53.5384,2022-04-28,25002,2022-04-30
