country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-05-06,3167805,2022-05-08
Romania,25.3,45.8667,2022-05-05,857846,2022-05-08
Russian Federation,38.1556078125,51.488850139616,2022-05-06,739418,2022-05-08
Hungary,19.4131,47.1672,2022-05-06,557001,2022-05-08
Republic of Moldova,28.4646,47.1976,2022-05-06,453848,2022-05-08
Slovakia,19.4864,48.7062,2022-05-05,391592,2022-05-08
Belarus,28.0463,53.5384,2022-05-06,26278,2022-05-08
