country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-03-23,2173944,2022-03-24
Romania,25.3,45.8667,2022-03-23,563519,2022-03-24
Republic of Moldova,28.4646,47.1976,2022-03-23,374059,2022-03-24
Hungary,19.4131,47.1672,2022-03-23,330877,2022-03-24
Russian Federation,38.1556078125,51.488850139616,2022-03-22,271254,2022-03-24
Slovakia,19.4864,48.7062,2022-03-23,260244,2022-03-24
Belarus,28.0463,53.5384,2022-03-23,5569,2022-03-24
