country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-26,2944164,2022-04-27
Romania,25.3,45.8667,2022-04-26,793420,2022-04-27
Russian Federation,38.1556078125,51.488850139616,2022-04-26,627512,2022-04-27
Hungary,19.4131,47.1672,2022-04-26,502142,2022-04-27
Republic of Moldova,28.4646,47.1976,2022-04-26,437362,2022-04-27
Slovakia,19.4864,48.7062,2022-04-26,360458,2022-04-27
Belarus,28.0463,53.5384,2022-04-26,24719,2022-04-27
