country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-03-25,2236314,2022-03-26
Romania,25.3,45.8667,2022-03-25,579800,2022-03-26
Republic of Moldova,28.4646,47.1976,2022-03-25,379204,2022-03-26
Hungary,19.4131,47.1672,2022-03-25,342738,2022-03-26
Russian Federation,38.1556078125,51.488850139616,2022-03-22,271254,2022-03-26
Slovakia,19.4864,48.7062,2022-03-25,267702,2022-03-26
Belarus,28.0463,53.5384,2022-03-24,6341,2022-03-26
