country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-03-22,2144244,2022-03-23
Romania,25.3,45.8667,2022-03-22,555021,2022-03-23
Republic of Moldova,28.4646,47.1976,2022-03-22,371104,2022-03-23
Hungary,19.4131,47.1672,2022-03-22,324397,2022-03-23
Russian Federation,38.1556078125,51.488850139616,2022-03-22,271254,2022-03-23
Slovakia,19.4864,48.7062,2022-03-22,256838,2022-03-23
Belarus,28.0463,53.5384,2022-03-22,4938,2022-03-23
