country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-03-21,2113554,2022-03-22
Romania,25.3,45.8667,2022-03-21,543308,2022-03-22
Republic of Moldova,28.4646,47.1976,2022-03-21,367913,2022-03-22
Hungary,19.4131,47.1672,2022-03-21,317863,2022-03-22
Slovakia,19.4864,48.7062,2022-03-21,253592,2022-03-22
Russian Federation,38.1556078125,51.488850139616,2022-03-21,252376,2022-03-22
Belarus,28.0463,53.5384,2022-03-21,4308,2022-03-22
