country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-22,2884764,2022-04-23
Romania,25.3,45.8667,2022-04-22,774094,2022-04-23
Russian Federation,38.1556078125,51.488850139616,2022-04-21,578255,2022-04-23
Hungary,19.4131,47.1672,2022-04-22,485618,2022-04-23
Republic of Moldova,28.4646,47.1976,2022-04-22,431468,2022-04-23
Slovakia,19.4864,48.7062,2022-04-22,352286,2022-04-23
Belarus,28.0463,53.5384,2022-04-20,23900,2022-04-23
