country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-28,2992575,2022-04-29
Romania,25.3,45.8667,2022-04-28,810021,2022-04-29
Russian Federation,38.1556078125,51.488850139616,2022-04-28,656381,2022-04-29
Hungary,19.4131,47.1672,2022-04-28,513848,2022-04-29
Republic of Moldova,28.4646,47.1976,2022-04-28,441437,2022-04-29
Slovakia,19.4864,48.7062,2022-04-28,367904,2022-04-29
Belarus,28.0463,53.5384,2022-04-28,25002,2022-04-29
