country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-03-16,1916445,2022-03-17
Romania,25.3,45.8667,2022-03-16,491409,2022-03-17
Republic of Moldova,28.4646,47.1976,2022-03-16,350886,2022-03-17
Hungary,19.4131,47.1672,2022-03-16,282611,2022-03-17
Slovakia,19.4864,48.7062,2022-03-16,228844,2022-03-17
Russian Federation,38.1556078125,51.488850139616,2022-03-16,168858,2022-03-17
Belarus,28.0463,53.5384,2022-03-16,2127,2022-03-17
