country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-24,2909415,2022-04-25
Romania,25.3,45.8667,2022-04-23,777602,2022-04-25
Russian Federation,38.1556078125,51.488850139616,2022-04-24,605815,2022-04-25
Hungary,19.4131,47.1672,2022-04-24,492976,2022-04-25
Republic of Moldova,28.4646,47.1976,2022-04-24,433895,2022-04-25
Slovakia,19.4864,48.7062,2022-04-24,355593,2022-04-25
Belarus,28.0463,53.5384,2022-04-24,24477,2022-04-25
