country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-03-20,2083854,2022-03-21
Romania,25.3,45.8667,2022-03-20,535461,2022-03-21
Republic of Moldova,28.4646,47.1976,2022-03-20,365197,2022-03-21
Hungary,19.4131,47.1672,2022-03-20,312120,2022-03-21
Slovakia,19.4864,48.7062,2022-03-20,250036,2022-03-21
Russian Federation,38.1556078125,51.488850139616,2022-03-20,231764,2022-03-21
Belarus,28.0463,53.5384,2022-03-20,3765,2022-03-21
