country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-07,2537769,2022-04-08
Romania,25.3,45.8667,2022-04-07,671334,2022-04-08
Hungary,19.4131,47.1672,2022-04-07,408652,2022-04-08
Republic of Moldova,28.4646,47.1976,2022-04-07,404257,2022-04-08
Russian Federation,38.1556078125,51.488850139616,2022-04-07,373589,2022-04-08
Slovakia,19.4864,48.7062,2022-04-07,307772,2022-04-08
Belarus,28.0463,53.5384,2022-04-07,19096,2022-04-08
