country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-05-02,3075240,2022-05-03
Romania,25.3,45.8667,2022-05-02,836173,2022-05-03
Russian Federation,38.1556078125,51.488850139616,2022-04-30,681156,2022-05-03
Hungary,19.4131,47.1672,2022-05-02,534821,2022-05-03
Republic of Moldova,28.4646,47.1976,2022-05-02,448170,2022-05-03
Slovakia,19.4864,48.7062,2022-05-02,382024,2022-05-03
Belarus,28.0463,53.5384,2022-04-28,25002,2022-05-03
