country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-01,2405703,2022-04-02
Romania,25.3,45.8667,2022-04-01,629917,2022-04-02
Republic of Moldova,28.4646,47.1976,2022-04-01,391592,2022-04-02
Hungary,19.4131,47.1672,2022-04-01,379988,2022-04-02
Russian Federation,38.1556078125,51.488850139616,2022-03-29,350632,2022-04-02
Slovakia,19.4864,48.7062,2022-04-01,294885,2022-04-02
Belarus,28.0463,53.5384,2022-03-31,12746,2022-04-02
