country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-18,2800713,2022-04-19
Romania,25.3,45.8667,2022-04-18,750693,2022-04-19
Russian Federation,38.1556078125,51.488850139616,2022-04-18,535842,2022-04-19
Hungary,19.4131,47.1672,2022-04-18,465598,2022-04-19
Republic of Moldova,28.4646,47.1976,2022-04-18,425227,2022-04-19
Slovakia,19.4864,48.7062,2022-04-18,339680,2022-04-19
Belarus,28.0463,53.5384,2022-04-18,23609,2022-04-19
