country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-03-19,2050392,2022-03-20
Romania,25.3,45.8667,2022-03-19,527247,2022-03-20
Republic of Moldova,28.4646,47.1976,2022-03-19,362514,2022-03-20
Hungary,19.4131,47.1672,2022-03-19,305518,2022-03-20
Slovakia,19.4864,48.7062,2022-03-19,245569,2022-03-20
Russian Federation,38.1556078125,51.488850139616,2022-03-17,184563,2022-03-20
Belarus,28.0463,53.5384,2022-03-17,2548,2022-03-20
