country,lon,lat,date,refugees,download_date
Poland,19.4013,52.1224,2022-04-02,2429265,2022-04-03
Romania,25.3,45.8667,2022-04-02,635816,2022-04-03
Republic of Moldova,28.4646,47.1976,2022-04-02,392933,2022-04-03
Hungary,19.4131,47.1672,2022-04-02,385783,2022-04-03
Russian Federation,38.1556078125,51.488850139616,2022-03-29,350632,2022-04-03
Slovakia,19.4864,48.7062,2022-04-02,298183,2022-04-03
Belarus,28.0463,53.5384,2022-03-31,12746,2022-04-03
