id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52378414,Ensuite + Sala kitchenette + Zona lazer,187508146,Ines,MATOSINHOS,"Perafita, Lavra e Santa Cruz do Bispo",41.25745,-8.71706,Private room,125,2,2,2024-02-23,0.24,1,267,2,Exempt
3930330,Casa da Nininha - T1 Azulão,20310699,Andre,VALE DE CAMBRA,Roge,40.8545,-8.36118,Entire home/apt,90,2,0,,,7,285,0,
8004371,Enjoy a Blue Local Experience,42212575,Diogo Sá Ribeiro,ESPINHO,Espinho,41.00774,-8.64185,Private room,60,1,9,2023-09-06,0.11,2,159,3,11521 / AL
705485075065204558,Boavista Boho Apartment w/ Garage,460879722,Artur,PORTO,Lordelo do Ouro e Massarelos,41.1561815,-8.6307959,Entire home/apt,65,2,15,2024-02-04,0.83,8,351,10,131469/AL
35381036,Porto & Douro Best Views by Porto City Hosts,101838501,Porto City Hosts,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14255,-8.61255,Entire home/apt,66,1,233,2024-02-25,4.04,65,0,47,94455/AL
662106091477139710,charming loft in porto,42455391,Nuno,PORTO,Bonfim,41.14656,-8.58926,Entire home/apt,51,1,71,2024-02-26,3.51,8,154,30,129124/AL
538059,Pensão Favorita,2643396,Ema,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14909,-8.61971,Private room,92,2,4,2022-09-26,0.07,6,186,0,5525/AL
30156276,Faria House 1 - confortável e acolhedor,143402005,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15875,-8.60843,Private room,33,2,95,2024-01-26,1.55,17,89,33,38706/AL
1030952311725177673,Águia 4 Quarto Individual,499623793,Santos,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1553658,-8.6192554,Private room,17,3,4,2024-02-13,1.30,5,11,4,91019/AL
27696856,Faria House 3 Comfortable Space,143402005,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15877,-8.60836,Private room,34,2,127,2024-01-21,1.99,17,93,27,38706/AL
27699152,Faria House 4 Cozy space,143402005,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15751,-8.60907,Private room,35,2,125,2023-12-09,2.02,17,81,41,38706/AL
986145384566513276,Downtown PortoEdition 1B,528579380,Fernando,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1426907,-8.6157887,Entire home/apt,105,1,0,,,6,116,0,150441/AL
54077020,Bright & Spacious Duplex | Premium Location,12730028,Host Wise,PORTO,Bonfim,41.147404,-8.600867,Entire home/apt,64,1,50,2024-03-11,1.97,289,325,25,124722/AL
9983055,2 single beds studio downtown Porto in Cedofeita,37776205,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15116,-8.61768,Entire home/apt,56,3,202,2023-11-06,2.02,3,127,24,23100
960804705156440208,4 Big Historical Rooms | Terrace,12730028,Host Wise,PORTO,Bonfim,41.150898085539076,-8.59667765351063,Private room,204,1,1,2024-02-19,1,289,305,1,53943/AL
39172071,Casa de Pedra 2 (Historic center+2Bedroom+Balcony),111840518,Luna,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14473,-8.61547,Entire home/apt,52,1,274,2024-02-26,5.31,3,220,86,104409/AL
861475451452450490,Porto Metro-At-Home Apartment,78263854,Fernando,MATOSINHOS,Matosinhos e Leça da Palmeira,41.1805107,-8.6814223,Entire home/apt,80,4,6,2023-10-08,0.66,3,82,6,137958/AL
681219366832273170,Mercado Premium Terrace Apartments #1T by DA'HOME,472049651,DA'HOME Premium Property Management,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1422791,-8.6146502,Entire home/apt,78,2,73,2024-03-07,3.72,6,336,52,126940/AL
1012299392179809235,Big flat in the BEST location,533820263,Rentalist,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14781049902572,-8.60715153963441,Entire home/apt,37,1,1,2024-02-29,1,10,240,1,Exempt
26498061,Porto Deluxe Cozy Suite + Central,199285591,Judite,PORTO,Lordelo do Ouro e Massarelos,41.15837,-8.63247,Entire home/apt,92,1,147,2024-03-05,2.12,24,92,24,76365/AL
39404284,Liiiving in Porto| Luxury Beachfront Apartment III,30907275,Liiiving,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15125,-8.67518,Entire home/apt,79,2,39,2024-01-29,0.77,113,330,19,105840/AL
921820080987182494,residências artísticas 'duplex',61289947,Carinha,OLIVEIRA DE AZEMÉIS,"O. Azeméis, Riba-Ul, Ul, Macinhata da Seixa, Madail",40.83831767084961,-8.466907739639282,Private room,72,5,0,,,1,364,0,Exempt
41514978,"Porto ocidental, mar , jardins , Serralves",13302428,Maria,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.16911,-8.6627,Private room,80,7,4,2022-08-22,0.12,4,280,0,36265/AL
1002683754740417333,Canary's Suite A,255333448,Oporto,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18365070000001,-8.6948617,Entire home/apt,45,1,0,,,9,196,0,149723/AL
6723260,Casas de Sant'Ana Oporto Apt 1,35205902,Cláudia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14257,-8.61311,Entire home/apt,70,2,514,2024-02-18,4.83,4,204,58,16126/AL
36105287,"Porto Concept Home, guesthouse (Paranhos) #3",43483329,Luis,PORTO,Paranhos,41.16952,-8.60426,Private room,35,3,5,2023-08-06,0.09,18,62,1,81712/AL
36105694,"Porto Concept Home, guesthouse (Paranhos) #5",43483329,Luis,PORTO,Paranhos,41.16762,-8.60435,Private room,40,3,1,2022-08-26,0.05,18,62,0,81712/AL
578942643507312395,Nomad's Easy Stay - 1bed Sunrise Cedofeita,164595585,Nomad City Flats,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15483,-8.61746,Entire home/apt,77,1,2,2023-04-07,0.17,43,294,2,116413/AL
53808019,Olala Cosme Family Room 1.1 (Miro),129000409,Olala Homes,PORTO,Bonfim,41.14609,-8.59804,Entire home/apt,76,1,30,2023-10-11,1.17,17,346,10,Exempt
622285075208926981,Studio Center Porto 1,444366729,Sofia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.151192,-8.614178,Entire home/apt,42,3,28,2023-09-24,1.28,2,159,15,109153
780062569950483947,Quarto Triplo No Centro do Porto,81772178,António,PORTO,Bonfim,41.1529,-8.60035,Private room,21,1,65,2024-03-12,4.28,3,169,48,60262/AL
967879761918816875,Big flat in the BEST location,533820263,Rentalist,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1474,-8.60693,Entire home/apt,41,1,4,2024-01-02,0.85,10,293,4,2094/AL
53442770,A-MO Porto by Trip2Portugal: Arts District up to 8,432723624,Angelo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15063,-8.61991,Entire home/apt,134,2,41,2024-03-08,1.53,1,271,15,73575/AL
45482647,Casa do Pilar - D. Maria Pia,368020567,Diana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13693316973381,-8.610086577561361,Entire home/apt,140,2,201,2024-03-14,5.92,2,157,78,112548/AL
862839324383831107,João das Regras - B6 by LovelyStay,469228718,João Das Regras,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15555,-8.60751,Entire home/apt,47,2,9,2024-03-10,0.82,44,248,9,128652/AL
992426519239603848,Stylish House with a Private Garden & River View,57099433,‪Itay,VILA NOVA DE GAIA,Canidelo,41.1398006,-8.6470532,Entire home/apt,40,2,11,2024-03-06,4.12,4,188,11,122559/AL
998481575846214682,GuestReady - A modern and bright home,541084351,GuestReady,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13375097729657,-8.606279210441404,Entire home/apt,80,1,9,2024-02-24,1.73,1,354,9,Exempt
910272798782262198,Apartamento T3 Vista Mar - Anzol,515856244,Miriam,VILA DO CONDE,Vila do Conde,41.36513,-8.75991,Entire home/apt,59,3,11,2023-12-19,1.25,2,342,11,141863/AL
5849647,studio apartment downtown 3 balcony,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14559,-8.60236,Entire home/apt,69,2,197,2023-12-03,1.81,18,191,8,6783/AL
13748678,MyRiverplace N.4 Oporto Apartments,1872636,Pedro,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.135864,-8.611624,Entire home/apt,76,2,299,2024-03-16,5.32,5,172,78,
928993861501577120,Flores Design 4.8 - Premium Location,31366831,Sofia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14498378913987,-8.612225722155857,Entire home/apt,77,2,37,2024-02-22,4.59,8,281,37,129108/AL
13028237,FH2 - Studio in Downtown Porto,68657646,Patrícia & Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14991,-8.61191,Entire home/apt,51,3,215,2024-02-04,2.29,8,18,47,29586/AL
37762556,Queen's Garden Hostel - Mixed Dorm 1,285590260,Queen'S Garden,PORTO,Ramalde,41.17801,-8.62852,Private room,24,1,23,2023-06-28,0.43,3,228,7,102882/AL
36111835,"Porto Concept Home, guesthouse (Paranhos) #7",43483329,Luis,PORTO,Paranhos,41.16818,-8.60422,Private room,52,3,1,2022-08-02,0.05,18,62,0,81712/AL
969597336356977548,Boavista Sunlit Duplex with Terrace,534699890,José Maria,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15491684954094,-8.615611145796963,Entire home/apt,171,2,3,2023-11-19,0.49,1,150,3,149459/AL
19549473,Casa da Figueiroa - Double Room,137329499,Casa Da Figueiroa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15635,-8.61786,Entire home/apt,83,2,2,2021-08-25,0.03,5,276,0,46671/AL
23769711,GROW - Casa Parque da Cidade,19568815,Terezinha,PORTO,Ramalde,41.16493,-8.66178,Private room,63,1,18,2023-12-15,0.25,2,318,1,71351/AL
740493330091665534,GuestReady - OPortoGrow Central Batalha 1,484117614,Araujo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14707,-8.60758,Entire home/apt,65,1,12,2024-02-18,0.72,3,337,7,132511/AL
878194036138980140,Habitat137 Garden-view apartment for 2,442025495,João,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1550417,-8.6171626,Entire home/apt,135,2,5,2023-10-13,0.47,5,365,5,120017/AL
1024856002801506525,Douro rooftop | Amazing terrace + garage,546548132,José,PORTO,Lordelo do Ouro e Massarelos,41.15059055429702,-8.648622075979059,Entire home/apt,48,3,5,2024-03-08,1.95,1,154,5,88502/AL
20677237,Oporto Camões Apartment,147951185,João Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15697,-8.61053,Entire home/apt,40,365,17,2019-09-23,0.21,1,365,0,
842534293884599027,Soft Bright Room | Terrace,12730028,Host Wise,PORTO,Bonfim,41.14805,-8.59648,Private room,42,1,12,2024-03-01,1.11,289,354,12,53943/AL
241574,apartment downtown 1 terrace,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14637,-8.60272,Entire home/apt,70,2,346,2023-06-30,2.31,18,197,2,6762/AL
936705537915925320,Sunny&Central Bedrooms in Porto (room1),184576510,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.151436435118136,-8.620941091816745,Private room,40,2,13,2023-09-29,1.71,1,64,13,Exempt
5559762,Praia de Matosinhos Apartment,21680966,Mario,MATOSINHOS,Matosinhos e Leça da Palmeira,41.17794,-8.68651,Entire home/apt,150,3,8,2023-10-01,1.09,4,138,8,
1004438921650634542,ORM Padrão Apartment,19887538,Oporto Rental Management,PORTO,Bonfim,41.14683530000001,-8.60173885396728,Entire home/apt,67,1,2,2024-01-02,0.48,47,274,2,150165/AL
19549618,Casa da Figueiroa - Top Floor Loft,137329499,Casa Da Figueiroa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15711,-8.61671,Entire home/apt,105,3,2,2018-05-21,0.03,5,286,0,46671/AL
1192674,4 Bedroom Apartment  - Porto,6518808,Miguel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16505,-8.6289,Entire home/apt,132,2,298,2024-02-19,2.27,2,301,27,17079/AL
40697677,ChatNoirPorto LaMaison 1,302244733,Fabulas,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16244,-8.61798,Private room,36,2,17,2023-10-29,0.33,3,0,1,101959/AL
37292250,"Casa Meireles , Douro",280744957,José,GONDOMAR,Lomba,41.0607,-8.41012,Entire home/apt,90,2,57,2024-01-01,1.11,1,328,22,100800/AL
721603904554851690,Charming Lapa Apartment by Unique Hosts,480578116,Unique Hosts,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15697,-8.61798,Entire home/apt,72,2,9,2023-07-23,0.65,1,46,6,132685/AL
761387274882759548,Music Shell by LovelyStay,487849514,Marco Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15519,-8.61485,Entire home/apt,246,3,29,2023-12-10,1.86,1,249,19,127281/AL
717331512273265638,GuestReady - Intimate retreat in charming Porto,117927269,Luis E Ana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13361,-8.61129,Entire home/apt,60,1,18,2024-03-01,1.05,4,338,9,107045/AL
21710766,Casa Amarela - Square,157929828,Casa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15415,-8.61188,Entire home/apt,79,1,17,2021-08-16,0.25,4,307,0,59216/AL
36097278,"Porto Concept Home, guesthouse (Paranhos) #1",43483329,Luis,PORTO,Paranhos,41.16958,-8.6024,Private room,60,3,3,2022-08-08,0.05,18,62,0,81712/AL
1021593283791140953,GuestReady - Terraced residence in Gaia,545857434,Augustin,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11812213130992,-8.607234417778242,Entire home/apt,85,1,22,2024-03-12,6.06,1,311,22,136871/AL
19549613,Casa da Figueiroa - Twin Studio,137329499,Casa Da Figueiroa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15617,-8.61584,Entire home/apt,101,2,3,2022-08-11,0.04,5,285,0,46671/AL
1084999697592826459,ferias de verão,560575660,Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.162549957588816,-8.610724075257746,Private room,32,1,0,,,1,270,0,Exempt
761501462344635859,Central Porto Studio # 203,471817612,André,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14958,-8.61107,Entire home/apt,74,1,55,2024-03-02,4.27,14,261,53,132593/AL
29490609,Faria House 7 Comfortable Space,143402005,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15867,-8.60866,Private room,51,2,135,2024-01-08,2.13,17,68,35,38706/AL
47006574,Cozy Master Bedroom - Communa Garage Coliving,378591702,Communa Garage,PORTO,Bonfim,41.14437,-8.59675,Shared room,30,14,4,2023-08-16,0.19,8,290,3,113943/AL
624340411825449994,"Póvoa, Praia e Cidade",32189241,Rui,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37871,-8.76518,Entire home/apt,34,3,11,2024-01-26,0.52,3,239,5,126706/AL
18735333,Leça house,59714584,Pedro,MATOSINHOS,Matosinhos e Leça da Palmeira,41.19438,-8.70647,Private room,50,2,1,2017-06-12,0.01,1,83,0,
22173156,Doble Room Lindo Vale,57575950,Sacha,PORTO,Paranhos,41.16529,-8.60034,Private room,28,8,27,2023-07-28,0.36,8,39,7,60338/AL
44071233,Marina View,114018833,Bruno,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37396,-8.7615,Entire home/apt,100,4,62,2023-10-02,1.38,5,220,11,111367/AL
870040,Home Sweet Home Oporto,4585046,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15125,-8.61461,Entire home/apt,57,2,461,2024-02-25,3.51,1,286,41,
743003748129930134,Sta. Catarina 618 Suite,70509853,Joana E Pedro,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1516439,-8.6050147,Entire home/apt,60,1,75,2024-03-16,5.07,2,229,66,133518/AL
588143976320268589,APOSENTUS -  Gaia Myst,179432438,Aposentus,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.134834,-8.608012,Entire home/apt,45,2,95,2024-02-28,4.01,52,286,48,66951/AL
52051562,2BR Flat w/ AC & Great Views by LovelyStay,342438705,Claudia,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13483,-8.61095,Entire home/apt,69,2,68,2023-10-10,2.24,3,242,20,119383/AL
46016668,MyStay - Porto Centro double room with terrace,372623999,MyStay Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15184,-8.61532,Private room,57,1,4,2024-02-10,0.55,7,206,4,248793/AL
1101291010944649703,Liiiving in Gaia - Casa da Vinha Apartment I,564418260,Meseda Investimentos,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13482479264258,-8.611767995885295,Entire home/apt,43,2,0,,,8,348,0,96422/AL
13821819,BCharming House -Double room with balcony 5,17753365,Jorge,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16159,-8.61801,Private room,60,2,48,2023-11-01,0.51,9,259,1,31936/AL
1067424980530813134,Colourful Trendy House | Garden,12730028,Host Wise,PORTO,Paranhos,41.16814907605473,-8.615592701107275,Entire home/apt,48,1,1,2024-02-29,1,289,337,1,142632/AL
16897690,Oporto Cozy House 3,30556628,Sonia Alexandra,PORTO,Paranhos,41.17546,-8.60543,Entire home/apt,53,7,44,2022-10-25,0.53,3,186,0,62336/AL
563552555963839418,Casa dos Sequeiras  Port Wine cellars,31612061,Sara,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12508,-8.62557,Entire home/apt,61,1,122,2023-10-30,4.87,3,77,51,121613/AL
28756773,CM - Antas Studio 15.25,205439415,Chão De Memórias,PORTO,Campanhã,41.16466,-8.58189,Entire home/apt,66,2,47,2024-01-05,0.73,4,354,9,79890/AL
917145502053521139,Porto ocean flat,520799626,Ocasiao,VILA NOVA DE GAIA,Canidelo,41.13446198216133,-8.66844447514648,Entire home/apt,301,2,6,2023-11-06,0.74,5,286,6,136603/AL
1001398153127784616,Bright Comfy Flats | Central,12730028,Host Wise,PORTO,Bonfim,41.14584722937361,-8.601031955583018,Entire home/apt,127,1,0,,,289,303,0,122553/AL
655512453838848297,"Porto Beach Foz, Charm Design Flat",105024474,Sofia'S Family,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1484447,-8.668749199999999,Entire home/apt,110,3,7,2024-03-16,0.96,8,323,7,143750/AL
960893707104488559,Quarto Privado no Porto II,318329561,Hellen,PORTO,Campanhã,41.16418546163795,-8.567567339981828,Private room,15,20,3,2024-03-03,1.15,2,123,3,310796199
43845293,Rooftop Balcony at Porto Historic Center,245989121,Isabel & Igor,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14333,-8.60993,Entire home/apt,227,2,219,2024-02-26,4.92,15,118,48,105477/AL
836319135669992751,Casa Vista Douro,155356410,Renan,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13727,-8.61154,Entire home/apt,429,2,55,2024-03-17,5.46,1,205,55,133253/AL
1050168528709124859,Charmy Eng. António Costa Reis Apartment,444283165,Unique Hosts,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.18534,-8.63322,Entire home/apt,70,1,0,,,29,348,0,148630/AL
1027468450235396737,OPO Sol I Triplex,465219040,RP Boutique Housing,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.143292186249006,-8.606944241278072,Entire home/apt,60,30,0,,,9,187,0,Exempt
1036952906085227028,Apartamento T2 com terraço,538365078,Inês,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14847,-8.62057,Entire home/apt,46,30,0,,,6,54,0,Exempt
541059393222458856,Premium Pool Apartment4  by Zen4You 3Bedrooms,440683439,Kinga E António,PORTO,Ramalde,41.17325,-8.65399,Entire home/apt,90,2,37,2023-11-06,1.55,7,130,25,55201/AL
52329806,GuestReady - Catorze de Outubro Houses ii,423424970,Tomás,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.13114,-8.60634,Entire home/apt,70,1,77,2024-03-05,2.58,2,325,32,73132/AL
681212281575954077,Apartment with balcony in the center of Porto,47922586,A Cor De Cá,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14668,-8.60496,Entire home/apt,95,2,15,2024-01-13,0.76,5,228,6,124414/AL
986024435582500063,GuestReady - Catorze de Outubro Houses i,423424970,Tomás,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.13013337939999,-8.60493094342672,Entire home/apt,65,1,8,2024-03-04,1.48,2,353,8,73129/AL
24726456,137 - Casa TODA sua a 8 min do Centro Histórico,126808597,Daniel,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11741,-8.6081,Entire home/apt,68,1,189,2024-02-21,2.66,3,180,59,70802/AL
28436453,Azurara beach,72153672,Domingos,VILA DO CONDE,Azurara,41.33731,-8.73968,Entire home/apt,65,2,154,2023-10-29,2.30,2,40,27,Exempt
2440339,studio apartment downtown 2 balcony,1266562,Lovely,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14505,-8.60395,Entire home/apt,69,2,271,2023-10-23,2.23,18,205,11,6787/AL
1029643495391221502,T2 no Bairro das Artes,538365078,Inês,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1483047220168,-8.62063167301635,Entire home/apt,42,30,0,,,6,204,0,Exempt
691950054477927718,Historic center double  bed,38145390,Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14449,-8.61458,Private room,35,3,45,2024-02-26,2.33,8,285,37,81338/AL
49157173,Charming apartment 2 min walk from the sea,25576787,Ophélie,VILA DO CONDE,Vila do Conde,41.34548,-8.75098,Entire home/apt,110,2,17,2024-01-01,0.79,1,314,8,126540/AL
1106506350411911235,Heart of the City Suites - B,37860920,Telmo,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.1242623,-8.605071700000002,Entire home/apt,52,1,0,,,14,355,0,47112/AL
37331563,GuestHouse Metro Station,173371176,Ricardo,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.19265,-8.66156,Entire home/apt,62,10,19,2024-01-03,0.34,1,232,3,102398/AL
47005266,Cozy Room w/ Private toilet and Balcony - Coliving,378591702,Communa Garage,PORTO,Bonfim,41.14507,-8.5977,Private room,30,14,8,2023-10-04,0.38,8,264,4,113943/AL
609383827036807454,Downtown Grand Tower View,452918929,Vacationy,PORTO,Bonfim,41.15071,-8.6004,Entire home/apt,220,1,19,2023-10-24,0.86,76,243,10,93857/AL
963498944567499448,GuestReady - Light a Way,275979224,Orlando,PORTO,Ramalde,41.163441549624125,-8.63563213826632,Entire home/apt,80,1,1,2023-12-30,0.37,1,1,1,95198/AL
30952376,HEART OF THE CITY 8 !,37860920,Telmo,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13539,-8.60777,Entire home/apt,180,1,198,2024-03-12,3.12,14,195,78,47105/AL
828072774371418800,Conforto em frente ao mar,501324783,Pedro,VILA DO CONDE,Vila do Conde,41.36,-8.75745,Entire home/apt,140,5,3,2023-09-08,0.38,1,233,3,Exempt
760583583053932477,Rodrigues de Freitas 391 F by LovelyStay,487662217,Imotolouse,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.144884132037426,-8.60487579410712,Entire home/apt,54,2,3,2024-03-08,0.87,2,240,3,130982/AL
993585193675784797,GuestReady - Omega White,72709530,Frederico,PORTO,Bonfim,41.154028170885496,-8.600229144515739,Entire home/apt,115,1,0,,,1,124,0,74860/AL
974815113621586205,Rufus House Down Bedroom,6185829,Mafalda&André,PORTO,Bonfim,41.152090447675015,-8.60046211186193,Private room,40,1,8,2024-03-09,1.34,3,17,8,87311/Al
23511520,HC Villa Douro 10 minut.  the historical center,24969696,Clara,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.1353146,-8.6241522,Entire home/apt,116,2,144,2024-02-16,1.98,1,209,43,53392/AL
904326268875841541,Varanda da Praia by LovelyStay,517718309,Juliana,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38235,-8.77039,Entire home/apt,75,2,1,2023-12-27,0.36,1,117,1,121400/AL
5998995,Liiiving in Porto | Garden Pool House,30907275,Liiiving,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.157422,-8.6759408,Entire home/apt,90,2,41,2024-02-29,0.38,113,321,7,78404/AL
903505551622291838,Bright apartment next metro,430804392,Abracos,PORTO,Bonfim,41.1519825,-8.5984998,Entire home/apt,123,3,4,2023-08-19,0.49,1,227,4,57728/AL
41008264,Candal Douro,297007954,Maria,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13395,-8.62792,Entire home/apt,60,1,41,2023-10-01,0.89,2,2,23,105994/AL
952188680074598603,Cama 1 em Dormitório Masculino,513540563,Hostel,VILA DO CONDE,Gião,41.3026711096171,-8.68316970845985,Shared room,23,1,0,,,23,365,0,144145/AL
773894463842172148,CentralMatosinhosApartment w/park by Unique Hosts,444283165,Unique Hosts,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.1870586,-8.6642811,Entire home/apt,80,2,10,2024-02-02,0.97,29,335,10,135182/AL
51485712,Santa Catarina Porto Housing City View,352522471,Op Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14981,-8.60499,Entire home/apt,74,2,25,2023-09-16,0.79,2,186,13,118478/AL
1113017042977152878,Liiiving in Gaia - Casa da Vinha Apartment VI,564418260,Meseda Investimentos,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.135408494030834,-8.611362637265119,Entire home/apt,85,2,0,,,8,365,0,96435/AL
16113459,Beach front apartment,22724401,Marcos,VILA NOVA DE GAIA,Canidelo,41.12524,-8.66616,Entire home/apt,66,1,77,2024-03-03,0.90,9,208,25,
18767871,BRA.com Campanhã 103,40592098,Bárbara,PORTO,Bonfim,41.15097,-8.59073,Entire home/apt,70,2,1,2022-05-28,0.05,24,157,0,
944943369333236597,Figueiroa 10,23033048,Jose,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15498187366094,-8.619380644361232,Entire home/apt,150,1,7,2023-10-15,0.95,1,236,7,13645/AL
35339612,S. Bento Downtown Apt,133782012,Ricardo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14431,-8.61037,Entire home/apt,45,1,185,2024-03-02,3.31,3,312,46,90370/AL
