id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
14667447,Oporto - Paranhos,76561575,Nelson,PORTO,Paranhos,41.16886,-8.60254,Entire home/apt,,2,0,,,1,0,0,
17136811,"GAIA (OPORTO , PORTUGAL) - CENTER",109834431,Joana,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11466,-8.60563,Private room,,1,2,2017-04-21,0.02,1,0,0,
17730260,Home sweet little home,12605401,Maria,PORTO,Paranhos,41.16795,-8.6214,Entire home/apt,,3,92,2020-11-06,1.11,1,0,0,41045/AL
21027292,BedNShower EuroPorto,111401508,Adriano,PORTO,Bonfim,41.14755,-8.59364,Private room,,1,0,,,2,0,0,
23975787,Pretty Porto Apartment by SOULSHARING.PORTO,180330708,Jurjen,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15372,-8.60886,Entire home/apt,245,2,52,2024-02-25,0.72,1,243,12,66366/AL
7746705,"Room in Campo Alegre, Porto",39702610,Vitor,PORTO,Lordelo do Ouro e Massarelos,41.15324,-8.62896,Private room,,2,0,,,4,0,0,
18374957,See the Sea - Beach Flat,127246990,Dani,VILA NOVA DE GAIA,Canidelo,41.12866,-8.66344,Entire home/apt,,3,20,2019-08-11,0.24,1,0,0,40528/AL
32236818,Lorikeet blue,26373030,Inês,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14845,-8.60988,Private room,,2,126,2022-11-27,2.08,3,0,0,89420/AL
46533846,Porto Casa com Vista,206974683,Carlos Gabriel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15161,-8.61336,Private room,,1,0,,,1,0,0,Exempt
965049577275049008,Cama em Dormitório de 6 Pessoas,532229095,Porto Hostel,PORTO,Bonfim,41.1465568,-8.595140899999999,Shared room,21,1,0,,,21,231,0,147982/AL
20555788,Princesa Caroline - Jóia da Coroa,146782617,Jóia Da Coroa Porto,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14591,-8.61259,Private room,,1,0,,,2,0,0,55881/AL
21795489,Apartamento ao Sol JORVAJOR,155218669,Lara,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11875,-8.61019,Entire home/apt,,1,21,2018-11-04,0.29,1,0,0,62273/AL
35304928,GuestReady - Urban escape in Porto,364783572,GuestReady,PORTO,Paranhos,41.1686,-8.62286,Entire home/apt,,1,63,2023-11-03,1.08,159,199,18,94339/AL
21959692,Ocean Avenue Apartment,160312057,Amaro,MATOSINHOS,Matosinhos e Leça da Palmeira,41.20225,-8.71134,Entire home/apt,,6,0,,,1,0,0,
22100638,Casa Anselmo - Quarto Casal III,69779137,Helder,PORTO,Bonfim,41.15453,-8.60169,Private room,,4,4,2018-09-14,0.06,9,0,0,Exempt
22810016,Secret Camões,167881804,Natalia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15622,-8.61008,Entire home/apt,,2,14,2023-07-28,0.20,2,0,2,59651/AL
22899026,"T1 Porto "" Seculo Apartments"" - 100m Metro Marquês",169489293,Seculo Apartments,PORTO,Bonfim,41.15676,-8.60328,Entire home/apt,,1,5,2023-03-19,0.12,1,0,1,Exempt
24227331,Virtudes City Lofts - Loft suite 1st,16816071,Miguel E Veronica,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14448,-8.61686,Entire home/apt,,999,8,2024-02-23,0.12,5,279,5,67352/AL
817809927331910049,Cosy Studio,61646749,Dasha,PORTO,Lordelo do Ouro e Massarelos,41.15709,-8.64266,Private room,,37,0,,,1,210,0,
23643154,Ilha Mesquita - Casa 3.1,176967645,Helder,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13381,-8.61121,Entire home/apt,,28,5,2021-11-30,0.15,8,0,0,Exempt
843184772017272073,Quadruplo Duplex,504421577,São Francisco,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18015,-8.68829,Private room,,1,4,2024-01-01,0.77,5,341,4,91349/AL
23644244,Ilha Mesquita - Casa 3.2,176967645,Helder,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13555,-8.60936,Entire home/apt,,28,3,2021-12-13,0.09,8,0,0,Exempt
28457042,StayInn City - Póvoa do Varzim,24313140,StayInn City,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.37806,-8.76236,Private room,100,1,3,2023-09-24,0.14,1,355,2,74710/AL
594115474592796956,B&BPriveteSuiteRoom,175110695,Sublime,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12493,-8.61421,Private room,68,3,0,,,5,365,0,Exempt
1016525487047783865,Canidelo Trailer with family,343747628,Urânia,VILA NOVA DE GAIA,Canidelo,41.12168061336789,-8.66198914284943,Private room,250,1,0,,,1,269,0,547632/AL
23908140,Porto. Outbond Sun - Square Room,125107943,Alberto,PORTO,Campanhã,41.16744,-8.5703,Private room,,2,42,2021-02-28,0.59,2,0,0,103020/AL
1089267213806804534,Casa dos Sequeiras LBV,31612061,Sara,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.12426988516928,-8.62599693238735,Private room,53,1,0,,,3,227,0,134401/AL
13996817,Casa do Cabêço Serra da Freira Arouca Aveiro Porto,83601959,Victor E Virginie,VALE DE CAMBRA,Cepelos,40.84215,-8.30468,Entire home/apt,77,2,103,2023-10-08,1.11,5,324,16,
23876092,Suíte com banheiro privativo em Gaia - Porto. S6,2405135,Beth,VILA NOVA DE GAIA,Oliveira do Douro,41.12965,-8.59306,Private room,,2,10,2023-12-10,0.14,2,0,5,65731/AL
950143717319669647,Quarto 4 (duplo) com wc privativo,465079737,Manuela,VILA NOVA DE GAIA,Grijó e Sermonde,41.0363429,-8.5681658,Private room,60,1,5,2023-10-15,0.79,6,227,5,Exempt
23960317,CLÉRIGOS (Single Room),19557750,Joana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14607,-8.61593,Private room,,2,25,2018-09-29,0.35,1,0,0,69203/AL
984619954351835738,Trindade 3.1,538034293,Antonio,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15308966056042,-8.609975759563824,Entire home/apt,99,3,0,,,1,195,0,130407/AL
823817460270383870,Oporto Charming Apartment A,500459387,José,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15576,-8.60476,Entire home/apt,85,3,0,,,1,332,0,110774/AL
947765802242988983,NEW Alegria 362,427896655,Travel,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15257030259001,-8.604495650597014,Entire home/apt,56,1,19,2024-02-19,2.74,20,319,19,149912/AL
12086634,Charming room in a great location,64780555,Diogo,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15569,-8.66513,Private room,,1,0,,,1,0,0,
13528332,Private room in friendly appartment,77751834,Bruno,PORTO,Bonfim,41.14459,-8.59828,Private room,,1,9,2017-07-23,0.10,1,0,0,
23923242,Double Room with private WC,22239778,Supernova,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15227,-8.60787,Hotel room,48,1,13,2024-02-14,0.56,6,165,8,6849/AL
23066385,Cozy Stay | Modern and Central Apartment D,171242461,Dudi,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14746,-8.60237,Entire home/apt,,2,25,2019-01-04,0.34,1,0,0,63451/AL
6740999,Arrendar com Paixão,35298800,Mário João,PORTO,Campanhã,41.17308,-8.57947,Private room,,1,0,,,1,0,0,
7927160,Number283 - Your home abroad,41800791,Secondright,PORTO,Bonfim,41.16166,-8.59525,Entire home/apt,,2,0,,,1,0,0,
10139717,OPOPanorama - 3,39031192,Gabriela E Carina,PORTO,Paranhos,41.17696,-8.58455,Private room,,3,37,2023-08-27,0.38,5,0,3,
13472963,Apartment near to the University Campus and Metro,25345709,Ruben,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.1854,-8.59733,Entire home/apt,,5,0,,,1,0,0,
18653937,Oporto Beach Apartment,126162007,Nuno,VILA NOVA DE GAIA,Canidelo,41.12298,-8.6636,Entire home/apt,,1,5,2017-08-22,0.06,1,0,0,49297/AL
20260448,Silence near Porto,144407892,Fernando,GONDOMAR,Fânzeres e São Pedro da Cova,41.17396,-8.53087,Private room,,1,4,2022-04-16,0.05,1,0,0,
21807569,Moderno Apartamento com Vista,93594275,Five Seven Nine,PORTO,Lordelo do Ouro e Massarelos,41.15692,-8.62963,Entire home/apt,,1,16,2023-08-20,0.28,3,195,3,38441/AL
22274488,"T1 no Marquês, próx. ao centro e estação de metro",23852553,Rômulo,PORTO,Paranhos,41.1638,-8.6048,Entire home/apt,,1,0,,,1,0,0,Exempt
28093092,The house by the river of Lesa,212211143,Meredith,MATOSINHOS,"Custóias, Leça do Balio e Guifões",41.22468,-8.64215,Entire home/apt,,90,0,,,1,0,0,Exempt
28977633,106 by Porto D'Época,218415016,Adelino,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14873,-8.60257,Entire home/apt,,2,0,,,1,0,0,77789/AL
36376763,Dormir sob as estrelas num iate de luxo,273530939,Pedro,VILA NOVA DE GAIA,Canidelo,41.14172,-8.64895,Entire home/apt,,1,0,,,1,0,0,Exempt
38199486,Airport Apartment,161103253,Simone,MAIA,Castêlo da Maia,41.26585,-8.63077,Private room,,1,0,,,1,0,0,Exempt
45953320,Quarto Triplo com casa de banho privada,273729722,João,VILA DO CONDE,Árvore,41.33079,-8.73267,Private room,,1,0,,,3,0,0,100047/AL
50618728,Lovely top floor studio apartment w/ terrasse,49915609,Ana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14977,-8.60891,Entire home/apt,,2,20,2023-10-20,1.13,3,319,17,121277/AL
48008309,Francos' Relaxing Apartment - longa duração,12474104,Sara,PORTO,Ramalde,41.16536,-8.6341,Entire home/apt,,28,3,2023-03-02,0.09,3,0,0,19579/AL
575570793961441775,Póvoa de Varzim center,121761674,Cesar,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38200993759469,-8.76178607338671,Entire home/apt,,1,0,,,2,124,0,Exempt
743963209837188430,Unique Apartments RC,87577865,Eduardo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1601,-8.60939,Entire home/apt,,4,0,,,1,365,0,67091/AL
24847992,Virtudes City Lofts - Standard Loft,16816071,Miguel E Veronica,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14257,-8.61703,Entire home/apt,,999,35,2024-02-25,0.50,5,274,10,67401/AL
979664722216348584,Cozy &Modern apartment in Porto,482451304,Eke,PORTO,Paranhos,41.18311170935045,-8.611300132710747,Entire home/apt,,1,4,2023-11-05,0.71,2,89,4,57798/AL
946978718466401260,Apartamento Central Porto II,512662996,Bruno,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.16172,-8.60426,Entire home/apt,,10,2,2023-10-01,0.34,12,0,2,55966/AL
1057338351531515859,Around the world Apartments,14055475,Sofia,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.162296117554604,-8.611240572608509,Entire home/apt,,30,0,,,1,195,0,Exempt
1043902703373945986,Chambre privée à 30 min de Porto (Romariz),258022366,Anaïs,SANTA MARIA DA FEIRA,Romariz,40.940588025708784,-8.453130135337696,Private room,33,1,0,,,7,351,0,131950/AL
40679574,Teilintegriertes Wohnmobil 265 TL in Porto,187435041,Elisabete,MAIA,Vila Nova da Telha,41.24246,-8.67053,Entire home/apt,150,3,0,,,4,324,0,Exempt
3912953,City Silhouette,20267107,Francisco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14439,-8.6109,Entire home/apt,70,2,245,2020-10-22,2.11,2,45,0,15133/AL
50772960,"Barco com 2 quartos, sala cozinha, WC, solario",410308317,Ana,GONDOMAR,Foz do Sousa e Covelo,41.07711,-8.47149,Entire home/apt,120,1,6,2023-08-09,0.22,1,351,3,Exempt
35281642,"Beach, Golf & Garden House",265622110,Leonor,VILA NOVA DE GAIA,São Félix da Marinha,41.03993,-8.64879,Entire home/apt,380,4,37,2024-01-03,0.72,1,312,16,21061/AL
44303981,A Ver-Mar Casa com Vista,357266519,Franciele,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.4,-8.7759,Private room,20,5,9,2022-11-20,0.29,1,365,0,12345/AL
639958931255020164,Beautiful Canada House 3 Bedroom with Patio,462106765,João,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.38313506349288,-8.769521446397514,Entire home/apt,80,3,22,2023-10-15,1.01,1,268,9,127797/AL
869622324300074069,hostel Summer house quarto 01,510027744,Summer,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.11136616413687,-8.617482259869576,Shared room,21,2,4,2023-09-18,0.38,2,365,4,135607/AL
1077576539027189203,Villa da Floresta,521069984,Holidu,VILA DO CONDE,Rio Mau e Arcos,41.4060599,-8.6626853,Entire home/apt,158,1,0,,,8,362,0,153370/AL
1056513580455387142,Villa Eugénia,351868405,Bruno,VILA NOVA DE GAIA,São Félix da Marinha,41.03947256412451,-8.649080950549553,Entire home/apt,90,1,0,,,2,234,0,135113/AL
24411328,GuestReady - Neca's Quiet Home,364783572,GuestReady,PORTO,Paranhos,41.17007,-8.60375,Entire home/apt,,1,116,2024-01-12,1.61,159,0,7,64910/AL
24520354,PORTUS CENTER,134108601,António,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15685,-8.60857,Entire home/apt,,2,20,2019-10-21,0.28,1,0,0,69368/AL
1102375916681723837,Vila do Conde Beach Apartment,43326716,Trip2Portugal,VILA DO CONDE,Vila do Conde,41.34622,-8.75101,Entire home/apt,69,2,0,,,4,324,0,146315/AL
1102001326510212882,Inn Oporto City Park III,75279449,Fernando,PORTO,Ramalde,41.17260414230278,-8.65865253389331,Entire home/apt,70,3,0,,,11,220,0,151438/AL
25485388,Quarto com 2 camas (solteiro),153167795,Glicia,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18336,-8.69252,Shared room,,31,1,2018-08-21,0.01,4,0,0,Exempt
928130950812623042,"Room 7 ""Boat"" - 44Coast",10216166,André,ESPINHO,Silvalde,40.9930717,-8.626624,Private room,64,1,1,2023-11-11,0.23,6,349,1,13831/AL
952189876521877652,Cama 5 em Dormitório Masculino,513540563,Hostel,VILA DO CONDE,Gião,41.30247,-8.68382,Shared room,23,1,0,,,23,365,0,144145/AL
939195193482623170,Appartement en face de la plage,526748018,Maria,VILA DO CONDE,Azurara,41.33920759999999,-8.740416200000002,Entire home/apt,155,7,3,2023-09-05,0.43,1,328,3,39709
18564738,arcozelo porto,119666752,Georges,VILA NOVA DE GAIA,Arcozelo,41.06538,-8.63239,Entire home/apt,65,3,60,2023-10-26,0.75,1,290,12,
25770965,Casa D'Avenida,193676975,Maria Emília,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.12963,-8.60517,Entire home/apt,,2,39,2020-08-24,0.57,1,0,0,80136/AL
886833966212237221,480 Liberdade Apartamento,513748694,Paula,VILA DO CONDE,Labruge,41.2761545,-8.724061299999999,Entire home/apt,155,1,5,2023-10-27,0.49,2,134,5,125651/AL
1077406015797723564,Quarto de casal,224657206,Ana,VILA NOVA DE GAIA,Gulpilhares e Valadares,41.0789984211627,-8.640611958342157,Private room,30,2,2,2024-03-13,2,1,218,2,Exempt
954084853793314250,Casa das Bouças,465079737,Manuela,VILA NOVA DE GAIA,Grijó e Sermonde,41.03516220929116,-8.568768198382966,Entire home/apt,185,1,7,2023-12-24,1.29,6,332,7,Exempt
1109917433059815091,Heart of the City Suites - A,37860920,Telmo,VILA NOVA DE GAIA,Mafamude e Vilar do Paraíso,41.123153848708306,-8.604428106558286,Entire home/apt,52,1,0,,,14,358,0,47112/AL
1007060026693706839,Constituição Apartment,542802422,Antonio,PORTO,Bonfim,41.1611054,-8.5989294,Entire home/apt,204,3,0,,,1,347,0,78310/AL
638967265993944276,Porto Tile House,461854729,Porto Tile,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.160061,-8.613308,Entire home/apt,78,2,7,2023-05-15,0.32,1,117,1,49168/AL
908107962225405021,Oportoguest Moinho Vento -Square,518624655,Moinho De,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1482298,-8.615189299999999,Entire home/apt,41,2,8,2023-11-19,0.88,3,327,8,62034/AL
26774761,"New Studio Porto Center! (elevator,wifi)",201328019,Casa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15271,-8.61596,Entire home/apt,,2,9,2018-10-24,0.13,1,0,0,65703/AL
1077505562353545950,Mindelo Beach House,546788730,Nuno,VILA DO CONDE,Vila Chã,41.305341648826946,-8.736706028836052,Entire home/apt,230,3,0,,,1,241,0,1382717
54050105,Heroísmo 2.1 | Charming Guesthouse,428204553,Gabarito,PORTO,Bonfim,41.1476,-8.59084,Private room,30,3,65,2024-03-03,2.42,9,331,28,100955/AL
26594739,Superior Apartment,199881587,Spot Apartments,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14825,-8.60911,Entire home/apt,,1,54,2023-05-21,0.79,4,0,2,82104/AL 
904345469090996129,Garden sweet Costal Cottage,515708815,Casa,MATOSINHOS,Matosinhos e Leça da Palmeira,41.18469190070303,-8.692395351827145,Entire home/apt,99,1,3,2024-02-05,0.44,2,284,3,135456/AL
26815478,Aurora Sky,199711890,Rui,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15314,-8.60829,Entire home/apt,,2,0,,,3,164,0,68490/AL
755617306071136446,Bombarda Cinema Apartments _ Superior 1 BR Apt A,361188079,Tomé,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.149095680062686,-8.620657273680118,Entire home/apt,103,1,0,,,9,356,0,110363/AL
53839451,JACARANDÁ - DOUBLE / TWIN ROOM,434111503,Raffael,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.144985,-8.621554,Private room,104,1,1,2022-04-08,0.04,9,5,0,122502/AL
36379412,GuestReady - Charming Cozy Getaway in Porto,213618200,Fatima,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15312,-8.612,Entire home/apt,67,1,147,2024-03-09,2.59,2,341,37,100672/AL
21009488,VILLELAY CASA 3,132691735,Júlia Moreira,VILA NOVA DE GAIA,Canidelo,41.128,-8.63535,Entire home/apt,50,1,17,2023-09-25,0.28,6,152,9,62939/AL
614387421101593147,Sweet Memories | Porto Downtown's Studio,456315621,Matthias,PORTO,Bonfim,41.14426,-8.60099,Entire home/apt,60,3,23,2023-08-19,1.13,1,224,14,129154/AL
965802955204580484,Casas da Corujeira - Casa 5,533777220,Casas Da,PORTO,Campanhã,41.15426268446733,-8.58143370046726,Entire home/apt,68,1,3,2024-01-21,1.17,6,239,3,140351/AL
920939957769097379,Inn Oporto City Park I,75279449,Fernando,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.1716162,-8.6590629,Entire home/apt,70,3,0,,,11,244,0,151761/AL
1004882416541244226,Caravana na praia,397984572,Angelo,VILA NOVA DE GAIA,Canidelo,41.12592393538077,-8.65213197910671,Private room,350,1,0,,,1,269,0,564852/AL
718864622909867650,Trendy Flats Fontainhas 2F,167876218,Helena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14426,-8.60272,Entire home/apt,90,2,0,,,14,243,0,112969/AL
53475823,Oporto Coliseum Apartment,423252825,Gustavo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.146545,-8.604958,Entire home/apt,44,1,33,2024-01-05,1.58,20,27,19,37995/AL
17892784,Home Made Guest Studios - RC Frente,16211101,Maria,PORTO,Bonfim,41.14507,-8.59449,Entire home/apt,57,1,2,2022-05-31,0.04,11,76,0,100060/AL
1044662878414908242,GuestReady - Theater Manor,42846383,Paulo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14601899188662,-8.609534007655004,Entire home/apt,230,1,4,2024-03-17,1.50,1,304,4,23576/AL
49915740,GuestReady - Cedofeita Pool Suite 4,402355322,Luczati,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15367,-8.61902,Private room,105,1,41,2023-10-29,1.31,9,317,20,64174/AL
754926799490938102,DoisPontoZero Júlio Dinis,80942935,Rodrigo,PORTO,Lordelo do Ouro e Massarelos,41.1537914,-8.626747199999999,Entire home/apt,60,3,33,2024-03-13,2.23,3,83,29,134061/AL
32812078,Virtudes Flat,246833675,Virtudes,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1438,-8.61839,Entire home/apt,75,2,9,2023-10-09,0.46,1,199,5,89793/AL
913767437080260294,ihB | Studio with Amazing Terrace | Max 2P,513970302,Ricardo & Friends,ESPINHO,Espinho,41.00337,-8.63458,Entire home/apt,200,1,3,2023-10-10,0.46,2,170,3,139684/AL
610925431011824401,Casa com jardim e piscina,455536387,Ofélia,VILA DO CONDE,Gião,41.30828,-8.68157,Entire home/apt,220,6,3,2023-08-26,0.14,1,215,2,126029/AL
940693329685827939,Porto da Sofia,464105523,Sofia,PORTO,Bonfim,41.14603030229098,-8.597791294256336,Entire home/apt,40,2,18,2024-03-10,2.86,1,98,18,86036/AL
976673645871125472,Dormitório nos Aliados Top Bunkbed 5,532336728,Bianca,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.149977250368934,-8.610489474717514,Shared room,10,1,5,2023-10-26,0.82,10,36,5,Exempt
976685740715659313,Dormitório nos Aliados Bottom Bunkbed 6,532336728,Bianca,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14929054243145,-8.610581081071432,Shared room,16,1,7,2023-12-11,1.17,10,44,7,Exempt
709343475552567477,"Beautiful 3-Bed Apartment in Porto, Portugal",439074505,Travelnest,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15653,-8.60526,Entire home/apt,200,1,1,2022-12-29,0.07,5,364,0,126670/AL
47991309,Sunset Flat Santa Catarina - With AC!,130805492,Marta,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15576934814453,-8.604715347290039,Entire home/apt,49,2,17,2023-06-11,0.86,54,245,1,114160/AL
28135946,Suite Dreams Matosinhos,20813343,Jorge,MATOSINHOS,São Mamede de Infesta e Senhora da Hora,41.17959,-8.65964,Entire home/apt,,2,12,2019-10-19,0.18,1,0,0,80181/AL
925237293533388743,Averomar appartement,242485448,Marlène,PÓVOA DE VARZIM,"AVer-o-Mar, Amorim e Terroso",41.39777,-8.7752,Entire home/apt,90,7,0,,,1,322,0,Exempt
778189600726423911,Monsenhor 11,421901215,Magda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15306,-8.67377,Private room,75,1,0,,,9,345,0,128513
654820721547127533,Charming apartment at historical center - Porto,465511241,Joana,PORTO,Bonfim,41.14877,-8.60174,Entire home/apt,90,1,5,2023-05-31,0.24,1,291,3,12677/AL
778219631593526990,Monsenhor 22,421901215,Magda,PORTO,"Aldoar, Foz do Douro e Nevogilde",41.15128,-8.67553,Private room,51,1,6,2023-10-22,0.56,9,340,6,128513
900697085867331011,Em frente à praia,356912983,Andreia,VILA DO CONDE,Vila Chã,41.29025,-8.73282,Entire home/apt,200,2,7,2023-09-01,0.73,1,14,7,Exempt
28285340,The Theatrical Apartment | Cedofeita,192284066,Pedro & Leonor,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15074,-8.61716,Entire home/apt,,3,24,2019-10-27,0.36,3,0,0,76353/AL
1084638480205753609,Sé - Loft with beautiful view,556659156,Inês,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1439966,-8.6114268,Entire home/apt,121,2,2,2024-02-11,1.58,1,246,2,119898/AL
44275888,Douro Apartment,356914923,Ana,VILA NOVA DE GAIA,Santa Marinha e São Pedro da Afurada,41.13941,-8.62679,Entire home/apt,89,2,15,2023-10-28,0.48,2,276,5,102365/AL
50847380,Apparemment  à la mer,411066915,Elisabete,VILA DO CONDE,Vila do Conde,41.36238,-8.74611,Entire home/apt,79,4,19,2023-12-30,0.60,1,318,9,Exempt
816428781356932130,GuestReady - Rivoli Apt with Balcony,494029032,Hugo,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.14899,-8.60923,Entire home/apt,50,1,0,,,2,77,0,50045/AL
641995847650633890,Double room w/shared bathroom near metro marques 1,427896655,Travel,PORTO,Bonfim,41.1584,-8.60424,Private room,27,1,54,2024-02-29,2.52,20,347,28,105758/AL
916514391660329434,Quarto Casal Banheiro Privativo. Sao Paulo,483580826,Porto,PORTO,Bonfim,41.14897857930016,-8.59769493341446,Private room,40,1,17,2023-12-28,2.73,1,168,17,93124/AL
40429240,Simple Living @Leça do Balio,312682407,Simple Living,MATOSINHOS,"Custóias, Leça do Balio e Guifões",41.19281,-8.63181,Entire home/apt,40,3,76,2024-02-01,1.49,1,81,22,105472/AL
1858460,Almada 329 Apartment,5897201,Marco,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1489,-8.61341,Entire home/apt,65,2,434,2024-03-03,3.94,16,256,37,
944048490622381079,Refúgio na Póvoa de Varzim,107333963,Thaize,PÓVOA DE VARZIM,"Póvoa de Varzim, Beiriz e Argivai",41.3803986,-8.7569689,Entire home/apt,50,1,7,2024-01-24,1.08,1,286,7,143483/AL
718733645208146435,Trendy Flats Fontainhas 1T,167876218,Helena,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.1447161,-8.602953,Entire home/apt,100,2,0,,,14,232,0,112969/AL
45874155,Deluxe City View,128552306,Susana,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.15095,-8.60624,Entire home/apt,158,1,222,2024-03-14,6.23,9,0,85,44695/Al
1025805696860608902,Villa da floresta,91277412,Casa São Félix,VILA DO CONDE,Rio Mau e Arcos,41.4060444,-8.6627122,Entire home/apt,135,1,0,,,2,224,0,13286/AL
901926269423452926,Bom Caminho,220427795,Helder,SANTA MARIA DA FEIRA,Arrifana,40.91731,-8.49338,Entire home/apt,56,1,4,2023-09-23,0.51,1,193,4,144876/AL
20794452,"Appartement proche de Porto, Canedo",66408153,Sandra,SANTA MARIA DA FEIRA,"Canedo, Vale e Vila Maior",41.01368,-8.45774,Entire home/apt,55,3,10,2022-09-10,0.15,1,133,0,66468/AL
1103932511195226688,Azurara´s Beach Guest Suite,89035873,Gigi,VILA DO CONDE,Azurara,41.3387573122113,-8.74103730948443,Private room,40,1,0,,,4,302,0,80459/AL
27980491,Estúdio Standard,93093414,Filipa,PORTO,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",41.147,-8.61147,Hotel room,,1,7,2022-07-01,0.10,3,0,0,57634/AL
