stop_id,stop_code,stop_name,stop_lat,stop_lon
53106,0,BAIRRO DA BIQUINHA,41.17530998468398,-8.674679988096074
52879,0,BERNARDO SANTARENO,41.176832320134245,-8.67270585195777
52909,0,VILARINHA,41.17190322181303,-8.672946651527113
52063,0,HOSP. MAGALHÃES LEMOS,41.177350842225394,-8.663642657692307
51720,0,LIDADOR / M. MONIZ,41.17489998468785,-8.66059998810832
51705,0,REVILÃO,41.17327424988373,-8.660482393290781
51481,0,BR. FONTE DA MOURA,41.17114512807022,-8.658382325871628
50274,0,IGREJA DE RAMALDE,41.16833998469726,-8.648579988123716
51449,0,BR. FONTE DA MOURA,41.17098779516347,-8.658080775362578
51704,0,REVILÃO,41.17321609897277,-8.660477613763867
51822,0,LIDADOR / M. MONIZ,41.17515629781866,-8.661391988065649
52301,0,IGREJA ALDOAR,41.1703499846909,-8.666199988107207
52431,0,PROF. MELO ADRIÃO,41.170179984690755,-8.667599988106161
52933,0,VILARINHA,41.1720142963518,-8.673096174796841
53165,0,BAIRRO DA BIQUINHA,41.17410998468498,-8.675339988096471
53204,0,ANTÓNIO CARNEIRO,41.177399984681635,-8.675769988093485
54256,0,CASTELO DO QUEIJO,41.16753998468847,-8.68710998809175
53964,0,MALACA,41.16707428709327,-8.684195769789424
53523,0,NEVOGILDE,41.16613159589142,-8.678603483093646
52830,0,PARQUE DA CIDADE,41.165019984694695,-8.671979988106564
52468,0,LICEU GARCIA ORTA,41.16433035846794,-8.667958974641031
52083,0,FONTE DA MOURA,41.16362998469811,-8.663749988114638
43108,0,JORNAL DE NOTÍCIAS,41.15350615770499,-8.6073019437067
43075,0,BOLHÃO,41.15159998472393,-8.607169988171997
42892,0,JORNAL DE NOTÍCIAS,41.1535066948914,-8.60655496932734
48581,0,GUERRA JUNQUEIRO,41.159120623882814,-8.636391136246056
52030,0,FONTE DA MOURA,41.163719984698126,-8.663329988114924
52448,0,LICEU GARCIA ORTA,41.16446715944336,-8.667797202783994
52769,0,PARQUE DA CIDADE,41.16508247993269,-8.671483710022178
53478,0,NEVOGILDE,41.166226709079496,-8.678298018470382
53996,0,MALACA,41.167267350321225,-8.684471990645187
54325,0,EDIF. TRANSPARENTE,41.17226838287484,-8.688046014303264
54667,0,GODINHO,41.18181725145271,-8.692303860866785
52119,0,GATÕES,41.21019695940261,-8.66471745907618
52182,0,R. PADRE PORTO CARRERO,41.212467542455265,-8.665388300047308
51955,0,R. BOA HORA,41.21192810629009,-8.663015958808407
51818,0,R. FERROVIÁRIO,41.20950998465375,-8.66164998807981
51664,0,LOMBA (GATÕES),41.20741286771472,-8.660401705789067
51860,0,PONTE CARRO,41.20691359593323,-8.661966377304834
52004,0,LOMBA,41.206608849205736,-8.663380105790495
52231,0,ABELHEIRA,41.20610998465604,-8.665809988079001
52312,0,RIBEIRO,41.20491392944509,-8.666613685929397
52124,0,REGEDOURA,41.20342169562553,-8.664725570786478
51407,0,REGUINHO D&#39;ÁGUA,41.203699984660346,-8.657949988087585
51549,0,MONTE DOS PIPOS,41.20045523681991,-8.659429136101318
51824,0,MUNDO NOVO,41.20126707696877,-8.661613324062007
52219,0,GUIFÕES,41.19996998466209,-8.66570998808399
52061,0,PASSOS MANUEL,41.1971219367125,-8.663787758486864
51952,0,TV. PASSOS MANUEL,41.19611155735382,-8.662830808210973
51835,0,FONTE DO CUCO,41.194475810002345,-8.661658580703197
51915,0,RUA DA LAGOA,41.1918899846708,-8.662369988093268
51888,0,VASCO DA GAMA (METRO),41.19056086276836,-8.662103662729136
51491,0,C. SAÚDE SRA HORA,41.19113998467248,-8.658649988097016
50731,0,C. C. LONDRES,41.19081145487274,-8.652549369612398
50618,0,QUATRO CAMINHOS,41.18957286031822,-8.651691259641861
50192,0,R. DO SENHOR,41.18623376058835,-8.64795922194297
50108,0,SRA. DA PENHA,41.18451998468178,-8.64721998811197
50003,0,CIRCUNVALAÇÃO,41.18315156611414,-8.646434165063358
49910,0,JERÓNIMO AZEVEDO,41.180759091601296,-8.645627829296371
50507,0,CONDE DA COVILHÃ,41.176001201555835,-8.650758196867066
50262,0,MAN. P. AZEVEDO 2,41.17418357019008,-8.648517007734792
50072,0,MAN. P. AZEVEDO 1,41.17274421583718,-8.646759263836262
49755,0,ENG. FERREIRA DIAS,41.17092920459594,-8.644524432002054
50544,0,PINHEIRO MANSO,41.1623865481688,-8.651006282194029
47408,0,CASA DA MÚSICA (METRO),41.16120998470896,-8.629609988145418
47457,0,CASA DA MÚSICA (METRO),41.16108460702295,-8.62989987149558
49574,0,BESSA,41.16023181902112,-8.643050968119786
50156,0,FOCO,41.16105485399523,-8.647426390803222
50543,0,PINHEIRO MANSO,41.162426673627415,-8.650994531247568
50265,0,IGREJA DE RAMALDE,41.168379984697246,-8.648509988123736
49775,0,ENG. FERREIRA DIAS,41.17102019278758,-8.64463695135206
50139,0,MAN. P. AZEVEDO 1,41.17325434556876,-8.647383633844074
50290,0,MAN. P. AZEVEDO 2,41.17434998469136,-8.648719988118806
50017,0,VISO (METRO),41.177940903254466,-8.646491918199306
50271,0,SETE BICAS,41.18262742492775,-8.648661283922722
50155,0,SRA. DA PENHA,41.185639596827286,-8.647616518131844
50226,0,R. DO SENHOR,41.18642326952565,-8.648217077682684
50624,0,QUATRO CAMINHOS,41.18967636556488,-8.651762967624366
50793,0,C. C. LONDRES,41.191419984673594,-8.653069988101517
51403,0,C. SAÚDE SRA. HORA,41.19159998467223,-8.657829988097344
