date, value
2021-07-08,75.0700
2021-07-09,77.1400
2021-07-12,76.7700
2021-07-13,77.5000
2021-07-14,75.7400
2021-07-15,74.5300
2021-07-16,74.4600
2021-07-19,69.3300
2021-07-20,70.0300
2021-07-21,72.5400
2021-07-22,74.2500
2021-07-23,74.8600
2021-07-26,74.7900
2021-07-27,74.8700
2021-07-28,75.0900
2021-07-29,76.3000
2021-07-30,77.7200
2021-08-02,73.9100
2021-08-03,73.2400
2021-08-04,70.9900
2021-08-05,72.1400
2021-08-06,71.0200
2021-08-09,69.6500
2021-08-10,71.1400
2021-08-11,71.9900
2021-08-12,71.7900
2021-08-13,70.9000
2021-08-16,70.0700
2021-08-17,69.4000
2021-08-18,68.6100
2021-08-19,66.8000
2021-08-20,65.5100
2021-08-23,69.0700
2021-08-24,71.2100
2021-08-25,72.1200
2021-08-26,70.4200
2021-08-27,72.2600
2021-08-31,73.4500
2021-09-01,71.9900
2021-09-02,73.5600
2021-09-03,73.0700
2021-09-06,72.4300
2021-09-07,71.5200
2021-09-08,72.3600
2021-09-09,71.3200
2021-09-10,72.4400
2021-09-13,72.9700
2021-09-14,73.0500
2021-09-15,74.8400
2021-09-16,75.1400
2021-09-17,74.6400
2021-09-20,73.5900
2021-09-21,73.6500
2021-09-22,75.5000
2021-09-23,76.4400
2021-09-24,77.4200
2021-09-27,78.8500
2021-09-28,78.3000
2021-09-29,77.8600
2021-09-30,77.8100
2021-10-01,79.4000
2021-10-04,81.4400
2021-10-05,82.7200
2021-10-06,81.3900
2021-10-07,82.3400
2021-10-08,82.1700
2021-10-11,83.7500
2021-10-12,83.5300
2021-10-13,83.5300
2021-10-14,83.8600
2021-10-15,84.6700
2021-10-18,84.1300
2021-10-19,85.0200
2021-10-20,85.7600
2021-10-21,84.5800
2021-10-22,85.4300
2021-10-25,84.8500
2021-10-26,85.1100
2021-10-27,84.1200
2021-10-28,83.4000
2021-10-29,83.1000
2021-11-01,84.5100
2021-11-02,84.4200
2021-11-03,81.1000
2021-11-04,80.1500
2021-11-05,82.4300
2021-11-08,83.2200
2021-11-09,84.5200
2021-11-10,82.9100
2021-11-11,83.4000
2021-11-12,82.9000
2021-11-15,81.9400
2021-11-16,82.8500
2021-11-17,80.6700
2021-11-18,82.4500
2021-11-19,80.2400
2021-11-22,80.9700
2021-11-23,83.4300
2021-11-24,82.3700
2021-11-25,82.0500
2021-11-26,72.3700
2021-11-29,73.3400
2021-11-30,70.8600
2021-12-01,69.5300
2021-12-02,70.5600
2021-12-03,70.7100
2021-12-06,73.3800
2021-12-07,75.5400
2021-12-08,75.9400
2021-12-09,74.1000
2021-12-10,74.9800
2021-12-13,74.1200
2021-12-14,73.3700
2021-12-15,73.7100
2021-12-16,74.6400
2021-12-17,72.9700
2021-12-20,70.5100
2021-12-21,72.8500
2021-12-22,74.6900
2021-12-23,76.2600
2021-12-24,75.2400
2021-12-29,78.6300
2021-12-30,78.6100
2021-12-31,77.2400
2022-01-03,78.2500
2022-01-04,79.3900
2022-01-05,80.6000
2022-01-06,81.9900
2022-01-07,82.2800
2022-01-10,81.5600
2022-01-11,84.9800
2022-01-12,85.8300
2022-01-13,85.8000
2022-01-14,87.1700
2022-01-17,87.8200
2022-01-18,88.8300
2022-01-19,89.6400
2022-01-20,89.7500
2022-01-21,89.7500
2022-01-24,87.7400
2022-01-25,89.4900
2022-01-26,91.2200
2022-01-27,90.7000
2022-01-28,91.4700
2022-01-31,92.3500
2022-02-01,90.2400
2022-02-02,91.4300
2022-02-03,92.9900
2022-02-04,96.8600
2022-02-07,97.2800
2022-02-08,96.0700
2022-02-09,94.9500
2022-02-10,96.3700
2022-02-11,97.5000
2022-02-14,101.6600
2022-02-15,98.4300
2022-02-16,97.4400
2022-02-17,95.2800
2022-02-18,96.1800
2022-02-21,98.9500
2022-02-22,98.7300
2022-02-23,99.2900
2022-02-24,101.2900
2022-02-25,98.5600
2022-02-28,103.0800
2022-03-01,110.9300
2022-03-02,118.9400
2022-03-03,115.3600
2022-03-04,123.8600
2022-03-07,129.0200
2022-03-08,133.1800
2022-03-09,116.5800
2022-03-10,114.5400
2022-03-11,118.1100
2022-03-14,110.3900
2022-03-15,105.1400
2022-03-16,104.6100
2022-03-17,113.5000
2022-03-18,114.3200
2022-03-21,122.2900
2022-03-22,121.5300
2022-03-23,127.5200
2022-03-24,123.9800
2022-03-25,122.6700
2022-03-28,114.5000
2022-03-29,112.7900
2022-03-30,115.5900
2022-03-31,107.2900
2022-04-01,106.1300
2022-04-04,108.1500
2022-04-05,106.6000
2022-04-06,100.8100
2022-04-07,99.8300
2022-04-08,101.2600
2022-04-11,97.9200
2022-04-12,104.4200
2022-04-13,108.4900
2022-04-14,110.8300
2022-04-19,105.4900
2022-04-20,105.0500
2022-04-21,107.2000
2022-04-22,105.1500
2022-04-25,99.2700
2022-04-26,102.8900
2022-04-27,103.3000
2022-04-28,105.7800
2022-04-29,108.3600
2022-05-02,108.3600
2022-05-03
2022-05-04
2022-05-05
2022-05-06
2022-05-07
2022-05-08
2022-05-09
2022-05-10
2022-05-11
2022-05-12
2022-05-13
2022-05-14
2022-05-15
2022-05-16
2022-05-17
2022-05-18
2022-05-19
2022-05-20
2022-05-21
2022-05-22
2022-05-23
